label,text,length,clean_text
0,Too late. I said i have the website. I didn't i have or dont have the slippers,78,late said website dont slippers
0,I asked you to call him now ok,30,asked call ok
0,Kallis wont bat in 2nd innings.,31,kallis wont bat nd innings
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs www ldew com win ppmx age
0,Ranjith cal drpd Deeraj and deepak 5min hold,44,ranjith cal drpd deeraj deepak min hold
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv kettoda manda nice day da
0,What you doing?how are you?,27,
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,ups days also shipping company takes wks way usps takes week gets lag may bribe nipost get stuff
0,"I'm back, lemme know when you're ready",38,back lem know ready
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,necessarily expect done get back though headin
0,Mmm so yummy babe ... Nice jolt to the suzy,43,mmm yummy babe nice jolt suzy
0,Where are you lover ? I need you ...,36,lover need
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
0,I‘m parked next to a MINI!!!! When are you coming in today do you think?,72,parked next mini coming today think
0,Yup,3,yup
0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,anyway going shopping cos sis done yet dun disturb liao
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,luton ring ur around
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121,hey really horny want chat see naked text hot text charged pm unsubscribe text stop
0,Why you Dint come with us.,26,dint come us
0,Same. Wana plan a trip sometme then,35,wana plan trip sometme
0,"Not sure yet, still trying to get a hold of him",47,sure yet still trying get hold
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,ur ringtone service changed free credits go club mobiles com choose content stop txt club stop wk club po box mk wt
0,The evo. I just had to download flash. Jealous?,47,evo download flash jealous
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge
0,"Come to mu, we're sorting out our narcotics situation",53,come mu sorting narcotics situation
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info www percent real com
0,"Usf I guess, might as well take 1 car",37,usf guess might well take car
0,No objection. My bf not coming.,31,objection bf coming
0,Thanx...,8,thanx
0,Tell rob to mack his gf in the theater,38,tell rob mack gf theater
0,"Awesome, I'll see you in a bit",30,awesome see bit
0,Just sent it. So what type of food do you like?,47,sent type food like
0,All done? All handed in? Celebrations in full swing yet?,56,done handed celebrations full swing yet
0,You got called a tool?,22,got called tool
0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",141,wen miss someone person definitely special person special miss keep touch gdeve
0,Ok. I asked for money how far,29,ok asked money far
0,Okie...,7,okie
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121,yeah think usual guy still passed last night get ahold anybody let know throw
0,"K, I might come by tonight then if my class lets out early",58,might come tonight class lets early
0,Ok..,4,ok
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,hi baby im cruisin girl friend give call hour home thats alright fone fone love jenny xxx
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,life means lot love life love people life world calls friends call world ge
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,dear shall mail tonite busy street shall update tonite things looking ok varunnathu edukkukayee raksha ollu good one real sense
0,Hey you told your name to gautham ah?,37,hey told name gautham ah
0,Haf u found him? I feel so stupid da v cam was working.,55,haf found feel stupid da cam working
0,Oops. 4 got that bit.,21,oops got bit
0,Are you this much buzy,22,much buzy
0,I accidentally deleted the message. Resend please.,50,accidentally deleted message resend please
1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,159,mobile customer may claim free camera phone upgrade pay go sim card loyalty call offer ends thfeb apply
0,Unless it's a situation where YOU GO GURL would be more appropriate,67,unless situation go gurl would appropriate
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,hurt tease make cry end life die plz keep one rose grave say stupid miss nice day bslvyl
0,I cant pick the phone right now. Pls send a message,51,cant pick phone right pls send message
0,Need a coffee run tomo?Can't believe it's that time of week already,67,need coffee run tomo believe time week already
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",88,awesome remember last time got somebody high first time diesel
0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,shit really shocking scary cant imagine second def night think somewhere could crash night save taxi
0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,91,oh way food fridge want go meal tonight
0,He is a womdarfull actor,24,womdarfull actor
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,sms ac blind date rodds aberdeen united kingdom check http img sms ac icmb cktz blind dates send hide
0,Yup... From what i remb... I think should be can book... ,57,yup remb think book
0,Jos ask if u wana meet up?,26,jos ask wana meet
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,71,lol yes friendship hanging thread cause buy stuff
1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap
0,Where are the garage keys? They aren't on the bookshelf,55,garage keys bookshelf
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,today accept day accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",133,think ur smart win week weekly quiz text play cs winnersclub po box uz gbp week
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,119,says give call friend got money definitely buying end week
0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",142,hi way day normal way real ur unique hope know rest mylife hope find wot lost
0,You made my day. Do have a great day too.,41,made day great day
0,K.k:)advance happy pongal.,26,advance happy pongal
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",119,hmmm guess go kb power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
